RAnkleAngle
File	Frame	X 	Y 	Z 
C:\Motion Data\1244\Processed\1244jb31.c3d	
 - 	172	-95.208679	-6.439534	-12.102734
 - 	173	103.001930	8.204168	148.812256		
 - 	174	103.001930	8.204168	148.812256
 - 	175	103.582993	6.549383	147.576431
 - 	176	105.380928	5.119239	151.894119
 - 	177	105.655197	4.986703	151.597244
 - 	178	101.982986	6.576056	150.982819
 - 	179	97.633942	4.588231	151.782043
 - 	180	96.360603	5.775663	154.036926
 - 	181	95.140495	1.871611	153.310211
 - 	182	94.118607	4.279184	153.283600
 - 	183	94.504898	6.835056	152.665268
 - 	184	95.385658	5.511894	152.131393
 - 	185	95.883835	5.166268	150.624908
 - 	186	96.814171	6.861576	153.446396
 - 	187	97.293907	5.468163	154.811996
 - 	188	97.859306	4.113789	152.789139
 - 	189	98.008324	2.554155	150.452652
 - 	190	98.511169	2.086079	148.489594
 - 	191	99.075005	2.884523	162.569000
 - 	192	99.843292	2.334315	166.841263
 - 	193	100.836906	1.958958	161.984985
 - 	194	102.246582	1.937220	152.327057
 - 	195	102.847183	0.364236	146.910660
 - 	196	103.409843	0.501819	149.346024
